ID,DATE,ISO_3,PAYS,ID_PAYS,REGION,ID_REGION,CONTAMINES,DECES,GUERIS,CONTAMINES_FEMME,CONTAMINES_HOMME,CONTAMINES_GENRE_NON_SPECIFIE,SOURCE
2233,04/25/2020,NGA,Nigéria,15,Osun,198,12,0,0,,,,Nigeria Centre for Disease Control 
2234,04/25/2020,NGA,Nigéria,15,Ondo,199,0,0,0,0,0,0,Nigeria Centre for Disease Control
2235,04/25/2020,NGA,Nigéria,15,Oyo,200,0,0,0,0,0,0,Nigeria Centre for Disease Control
2236,04/25/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2237,04/25/2020,NGA,Nigéria,15,Rivers,202,0,0,0,0,0,0,Nigeria Centre for Disease Control
2238,04/25/2020,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
2239,04/25/2020,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
2240,04/25/2020,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
2241,04/25/2020,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
2242,04/25/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,60,27,0,Nigeria Centre for Disease Control
2243,04/26/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2244,04/26/2020,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
2245,04/26/2020,NGA,Nigéria,15,Akwa Ibom,172,1,0,3,,,,Nigeria Centre for Disease Control 
2246,04/26/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2247,04/26/2020,NGA,Nigéria,15,Bauchi,174,3,0,1,,,,Nigeria Centre for Disease Control 
2248,04/26/2020,NGA,Nigéria,15,Bayelsa,175,1,0,0,,,,Nigeria Centre for Disease Control 
2249,04/26/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2250,04/26/2020,NGA,Nigéria,15,Borno,177,0,0,0,0,0,0,Nigeria Centre for Disease Control
2251,04/26/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2252,04/26/2020,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
2253,04/26/2020,NGA,Nigéria,15,Ebonyi,180,1,0,0,,,,Nigeria Centre for Disease Control 
2254,04/26/2020,NGA,Nigéria,15,Edo,181,3,0,1,,,,Nigeria Centre for Disease Control 
2255,04/26/2020,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
2256,04/26/2020,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
2257,04/26/2020,NGA,Nigéria,15,Federal Capital Territory,184,3,0,0,,,,Nigeria Centre for Disease Control 
2258,04/26/2020,NGA,Nigéria,15,Gombe,185,5,0,0,,,,Nigeria Centre for Disease Control 
2259,04/26/2020,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
2260,04/26/2020,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
2261,04/26/2020,NGA,Nigéria,15,Kaduna,188,5,0,2,,,,Nigeria Centre for Disease Control 
2262,04/26/2020,NGA,Nigéria,15,Kano,189,0,0,0,0,0,0,Nigeria Centre for Disease Control
2263,04/26/2020,NGA,Nigéria,15,Katsina,190,0,1,0,0,0,0,Nigeria Centre for Disease Control
2264,04/26/2020,NGA,Nigéria,15,Kebbi,191,1,0,0,,,,Nigeria Centre for Disease Control 
2265,04/26/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2266,04/26/2020,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
2267,04/26/2020,NGA,Nigéria,15,Lagos,194,42,0,6,,,,Nigeria Centre for Disease Control 
2268,04/26/2020,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
2269,04/26/2020,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
2270,04/26/2020,NGA,Nigéria,15,Ogun,197,0,0,0,0,0,0,Nigeria Centre for Disease Control
2271,04/26/2020,NGA,Nigéria,15,Osun,198,2,2,0,,,,Nigeria Centre for Disease Control 
2272,04/26/2020,NGA,Nigéria,15,Ondo,199,5,0,0,,,,Nigeria Centre for Disease Control 
2273,04/26/2020,NGA,Nigéria,15,Oyo,200,3,1,4,,,,Nigeria Centre for Disease Control 
2274,04/26/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2275,04/26/2020,NGA,Nigéria,15,Rivers,202,3,1,0,,,,Nigeria Centre for Disease Control 
2276,04/26/2020,NGA,Nigéria,15,Sokoto,203,8,0,0,,,,Nigeria Centre for Disease Control 
2277,04/26/2020,NGA,Nigéria,15,Taraba,204,6,0,0,,,,Nigeria Centre for Disease Control 
2278,04/26/2020,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
2279,04/26/2020,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
2280,04/26/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,57,34,0,Nigeria Centre for Disease Control
2281,04/27/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2282,04/27/2020,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
2283,04/27/2020,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
2284,04/27/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2285,04/27/2020,NGA,Nigéria,15,Bauchi,174,0,0,0,0,0,0,Nigeria Centre for Disease Control
2286,04/27/2020,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
2287,04/27/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2288,04/27/2020,NGA,Nigéria,15,Borno,177,11,0,0,,,,Nigeria Centre for Disease Control 
2289,04/27/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2290,04/27/2020,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
2291,04/27/2020,NGA,Nigéria,15,Ebonyi,180,0,0,0,0,0,0,Nigeria Centre for Disease Control
2292,04/27/2020,NGA,Nigéria,15,Edo,181,0,0,0,0,0,0,Nigeria Centre for Disease Control
2293,04/27/2020,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
2294,04/27/2020,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
2295,04/27/2020,NGA,Nigéria,15,Federal Capital Territory,184,16,0,1,,,,Nigeria Centre for Disease Control 
2296,04/27/2020,NGA,Nigéria,15,Gombe,185,2,0,0,,,,Nigeria Centre for Disease Control 
2297,04/27/2020,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
2298,04/27/2020,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
2299,04/27/2020,NGA,Nigéria,15,Kaduna,188,0,0,0,0,0,0,Nigeria Centre for Disease Control
2300,04/27/2020,NGA,Nigéria,15,Kano,189,0,0,0,0,0,0,Nigeria Centre for Disease Control
2301,04/27/2020,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
2302,04/27/2020,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
2303,04/27/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2304,04/27/2020,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
2305,04/27/2020,NGA,Nigéria,15,Lagos,194,33,0,15,,,,Nigeria Centre for Disease Control 
2306,04/27/2020,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
2307,04/27/2020,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
2308,04/27/2020,NGA,Nigéria,15,Ogun,197,0,0,0,0,0,0,Nigeria Centre for Disease Control
2309,04/27/2020,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
2310,04/27/2020,NGA,Nigéria,15,Ondo,199,0,0,0,0,0,0,Nigeria Centre for Disease Control
2311,04/27/2020,NGA,Nigéria,15,Oyo,200,0,0,0,0,0,0,Nigeria Centre for Disease Control
2312,04/27/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2313,04/27/2020,NGA,Nigéria,15,Rivers,202,0,0,0,0,0,0,Nigeria Centre for Disease Control
2314,04/27/2020,NGA,Nigéria,15,Sokoto,203,0,0,0,0,0,0,Nigeria Centre for Disease Control
2315,04/27/2020,NGA,Nigéria,15,Taraba,204,2,0,0,,,,Nigeria Centre for Disease Control 
2316,04/27/2020,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
2317,04/27/2020,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
2318,04/27/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,48,16,0,Nigeria Centre for Disease Control
2319,04/28/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2320,04/28/2020,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
2321,04/28/2020,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
2322,04/28/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2323,04/28/2020,NGA,Nigéria,15,Bauchi,174,15,0,0,,,,Nigeria Centre for Disease Control 
2324,04/28/2020,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
2325,04/28/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2326,04/28/2020,NGA,Nigéria,15,Borno,177,12,0,0,,,,Nigeria Centre for Disease Control 
2327,04/28/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2328,04/28/2020,NGA,Nigéria,15,Delta,179,1,0,2,,,,Nigeria Centre for Disease Control 
2329,04/28/2020,NGA,Nigéria,15,Ebonyi,180,0,0,0,0,0,0,Nigeria Centre for Disease Control
2330,04/28/2020,NGA,Nigéria,15,Edo,181,5,0,0,,,,Nigeria Centre for Disease Control 
2331,04/28/2020,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
2332,04/28/2020,NGA,Nigéria,15,Enugu,183,1,0,0,,,,Nigeria Centre for Disease Control 
2333,04/28/2020,NGA,Nigéria,15,Federal Capital Territory,184,1,0,0,,,,Nigeria Centre for Disease Control 
2334,04/28/2020,NGA,Nigéria,15,Gombe,185,9,0,0,,,,Nigeria Centre for Disease Control 
2335,04/28/2020,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
2336,04/28/2020,NGA,Nigéria,15,Jigawa,187,5,0,0,,,,Nigeria Centre for Disease Control 
2337,04/28/2020,NGA,Nigéria,15,Kaduna,188,0,0,0,0,0,0,Nigeria Centre for Disease Control
2338,04/28/2020,NGA,Nigéria,15,Kano,189,38,0,0,,,,Nigeria Centre for Disease Control 
2339,04/28/2020,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
2340,04/28/2020,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
2341,04/28/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2342,04/28/2020,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
2343,04/28/2020,NGA,Nigéria,15,Lagos,194,80,0,0,,,,Nigeria Centre for Disease Control 
2344,04/28/2020,NGA,Nigéria,15,Nasarawa,195,1,0,0,,,,Nigeria Centre for Disease Control 
2345,04/28/2020,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
2346,04/28/2020,NGA,Nigéria,15,Ogun,197,15,0,1,,,,Nigeria Centre for Disease Control 
2347,04/28/2020,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
2348,04/28/2020,NGA,Nigéria,15,Ondo,199,0,0,1,0,0,0,Nigeria Centre for Disease Control
2349,04/28/2020,NGA,Nigéria,15,Oyo,200,0,0,0,0,0,0,Nigeria Centre for Disease Control
2350,04/28/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2351,04/28/2020,NGA,Nigéria,15,Rivers,202,1,0,0,,,,Nigeria Centre for Disease Control 
2352,04/28/2020,NGA,Nigéria,15,Sokoto,203,9,3,0,,,,Nigeria Centre for Disease Control 
2353,04/28/2020,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
2354,04/28/2020,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
2355,04/28/2020,NGA,Nigéria,15,Zamfara,206,2,0,0,,,,Nigeria Centre for Disease Control 
2356,04/28/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,120,75,0,Nigeria Centre for Disease Control
2357,04/29/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2358,04/29/2020,NGA,Nigéria,15,Adamawa,171,1,0,0,,,,Nigeria Centre for Disease Control 
2359,04/29/2020,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
2360,04/29/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2361,04/29/2020,NGA,Nigéria,15,Bauchi,174,0,0,0,0,0,0,Nigeria Centre for Disease Control
2362,04/29/2020,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
2363,04/29/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2364,04/29/2020,NGA,Nigéria,15,Borno,177,6,3,0,,,,Nigeria Centre for Disease Control 
2365,04/29/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2366,04/29/2020,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
2367,04/29/2020,NGA,Nigéria,15,Ebonyi,180,1,0,0,,,,Nigeria Centre for Disease Control 
2368,04/29/2020,NGA,Nigéria,15,Edo,181,7,0,1,,,,Nigeria Centre for Disease Control 
2369,04/29/2020,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
2370,04/29/2020,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
2371,04/29/2020,NGA,Nigéria,15,Federal Capital Territory,184,16,0,0,,,,Nigeria Centre for Disease Control 
2372,04/29/2020,NGA,Nigéria,15,Gombe,185,18,0,0,,,,Nigeria Centre for Disease Control 
2373,04/29/2020,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
2374,04/29/2020,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
2375,04/29/2020,NGA,Nigéria,15,Kaduna,188,17,0,0,,,,Nigeria Centre for Disease Control 
2376,04/29/2020,NGA,Nigéria,15,Kano,189,24,2,0,,,,Nigeria Centre for Disease Control 
2377,04/29/2020,NGA,Nigéria,15,Katsina,190,8,0,0,,,,Nigeria Centre for Disease Control 
2378,04/29/2020,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
2379,04/29/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2380,04/29/2020,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
2381,04/29/2020,NGA,Nigéria,15,Lagos,194,87,2,49,,,,Nigeria Centre for Disease Control 
2382,04/29/2020,NGA,Nigéria,15,Nasarawa,195,0,0,0,0,0,0,Nigeria Centre for Disease Control
2383,04/29/2020,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
2384,04/29/2020,NGA,Nigéria,15,Ogun,197,0,0,0,0,0,0,Nigeria Centre for Disease Control
2385,04/29/2020,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
2386,04/29/2020,NGA,Nigéria,15,Ondo,199,0,0,0,0,0,0,Nigeria Centre for Disease Control
2387,04/29/2020,NGA,Nigéria,15,Oyo,200,0,0,0,0,0,0,Nigeria Centre for Disease Control
2388,04/29/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2389,04/29/2020,NGA,Nigéria,15,Rivers,202,0,0,0,0,0,0,Nigeria Centre for Disease Control
2390,04/29/2020,NGA,Nigéria,15,Sokoto,203,8,0,0,,,,Nigeria Centre for Disease Control 
2391,04/29/2020,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
2392,04/29/2020,NGA,Nigéria,15,Yobe,205,1,0,0,,,,Nigeria Centre for Disease Control 
2393,04/29/2020,NGA,Nigéria,15,Zamfara,206,0,0,0,0,0,0,Nigeria Centre for Disease Control
2394,04/29/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,137,59,0,Nigeria Centre for Disease Control
2395,04/30/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2396,04/30/2020,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
2397,04/30/2020,NGA,Nigéria,15,Akwa Ibom,172,4,1,1,,,,Nigeria Centre for Disease Control 
2398,04/30/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2399,04/30/2020,NGA,Nigéria,15,Bauchi,174,9,0,0,,,,Nigeria Centre for Disease Control 
2400,04/30/2020,NGA,Nigéria,15,Bayelsa,175,4,0,0,,,,Nigeria Centre for Disease Control 
2401,04/30/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2402,04/30/2020,NGA,Nigéria,15,Borno,177,7,1,0,,,,Nigeria Centre for Disease Control 
2403,04/30/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2404,04/30/2020,NGA,Nigéria,15,Delta,179,2,0,0,,,,Nigeria Centre for Disease Control 
2405,04/30/2020,NGA,Nigéria,15,Ebonyi,180,0,0,0,0,0,0,Nigeria Centre for Disease Control
2406,04/30/2020,NGA,Nigéria,15,Edo,181,7,0,1,,,,Nigeria Centre for Disease Control 
2407,04/30/2020,NGA,Nigéria,15,Ekiti,182,0,0,0,0,0,0,Nigeria Centre for Disease Control
2408,04/30/2020,NGA,Nigéria,15,Enugu,183,0,0,0,0,0,0,Nigeria Centre for Disease Control
2409,04/30/2020,NGA,Nigéria,15,Federal Capital Territory,184,4,0,0,,,,Nigeria Centre for Disease Control 
2410,04/30/2020,NGA,Nigéria,15,Gombe,185,12,0,0,,,,Nigeria Centre for Disease Control 
2411,04/30/2020,NGA,Nigéria,15,Imo,186,0,0,0,0,0,0,Nigeria Centre for Disease Control
2412,04/30/2020,NGA,Nigéria,15,Jigawa,187,0,1,0,0,0,0,Nigeria Centre for Disease Control
2413,04/30/2020,NGA,Nigéria,15,Kaduna,188,3,1,0,,,,Nigeria Centre for Disease Control 
2414,04/30/2020,NGA,Nigéria,15,Kano,189,80,0,0,,,,Nigeria Centre for Disease Control 
2415,04/30/2020,NGA,Nigéria,15,Katsina,190,0,0,0,0,0,0,Nigeria Centre for Disease Control
2416,04/30/2020,NGA,Nigéria,15,Kebbi,191,1,0,0,,,,Nigeria Centre for Disease Control 
2417,04/30/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2418,04/30/2020,NGA,Nigéria,15,Kwara,193,0,0,0,0,0,0,Nigeria Centre for Disease Control
2419,04/30/2020,NGA,Nigéria,15,Lagos,194,45,0,7,,,,Nigeria Centre for Disease Control 
2420,04/30/2020,NGA,Nigéria,15,Nasarawa,195,2,0,0,,,,Nigeria Centre for Disease Control 
2421,04/30/2020,NGA,Nigéria,15,Niger,196,0,0,0,0,0,0,Nigeria Centre for Disease Control
2422,04/30/2020,NGA,Nigéria,15,Ogun,197,6,0,2,,,,Nigeria Centre for Disease Control 
2423,04/30/2020,NGA,Nigéria,15,Osun,198,0,1,0,0,0,0,Nigeria Centre for Disease Control
2424,04/30/2020,NGA,Nigéria,15,Ondo,199,1,0,0,,,,Nigeria Centre for Disease Control 
2425,04/30/2020,NGA,Nigéria,15,Oyo,200,2,0,0,,,,Nigeria Centre for Disease Control 
2426,04/30/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2427,04/30/2020,NGA,Nigéria,15,Rivers,202,6,0,0,,,,Nigeria Centre for Disease Control 
2428,04/30/2020,NGA,Nigéria,15,Sokoto,203,9,1,1,,,,Nigeria Centre for Disease Control 
2429,04/30/2020,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
2430,04/30/2020,NGA,Nigéria,15,Yobe,205,0,0,0,0,0,0,Nigeria Centre for Disease Control
2431,04/30/2020,NGA,Nigéria,15,Zamfara,206,0,1,0,0,0,0,Nigeria Centre for Disease Control
2432,04/30/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,144,60,0,Nigeria Centre for Disease Control
2433,05/01/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2434,05/01/2020,NGA,Nigéria,15,Adamawa,171,2,0,0,,,,Nigeria Centre for Disease Control 
2435,05/01/2020,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
2436,05/01/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2437,05/01/2020,NGA,Nigéria,15,Bauchi,174,10,0,0,,,,Nigeria Centre for Disease Control 
2438,05/01/2020,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
2439,05/01/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2440,05/01/2020,NGA,Nigéria,15,Borno,177,3,0,0,,,,Nigeria Centre for Disease Control 
2441,05/01/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2442,05/01/2020,NGA,Nigéria,15,Delta,179,8,0,0,,,,Nigeria Centre for Disease Control 
2443,05/01/2020,NGA,Nigéria,15,Ebonyi,180,1,0,0,,,,Nigeria Centre for Disease Control 
2444,05/01/2020,NGA,Nigéria,15,Edo,181,3,0,0,,,,Nigeria Centre for Disease Control 
2445,05/01/2020,NGA,Nigéria,15,Ekiti,182,3,0,0,,,,Nigeria Centre for Disease Control 
2446,05/01/2020,NGA,Nigéria,15,Enugu,183,1,0,0,,,,Nigeria Centre for Disease Control 
2447,05/01/2020,NGA,Nigéria,15,Federal Capital Territory,184,36,0,0,,,,Nigeria Centre for Disease Control 
2448,05/01/2020,NGA,Nigéria,15,Gombe,185,16,0,0,,,,Nigeria Centre for Disease Control 
2449,05/01/2020,NGA,Nigéria,15,Imo,186,1,0,0,,,,Nigeria Centre for Disease Control 
2450,05/01/2020,NGA,Nigéria,15,Jigawa,187,0,0,0,0,0,0,Nigeria Centre for Disease Control
2451,05/01/2020,NGA,Nigéria,15,Kaduna,188,0,0,0,0,0,0,Nigeria Centre for Disease Control
2452,05/01/2020,NGA,Nigéria,15,Kano,189,92,0,0,,,,Nigeria Centre for Disease Control 
2453,05/01/2020,NGA,Nigéria,15,Katsina,190,0,0,6,0,0,0,Nigeria Centre for Disease Control
2454,05/01/2020,NGA,Nigéria,15,Kebbi,191,0,0,0,0,0,0,Nigeria Centre for Disease Control
2455,05/01/2020,NGA,Nigéria,15,Kogi,192,0,0,0,0,0,0,Nigeria Centre for Disease Control
2456,05/01/2020,NGA,Nigéria,15,Kwara,193,3,0,0,,,,Nigeria Centre for Disease Control 
2457,05/01/2020,NGA,Nigéria,15,Lagos,194,30,7,26,,,,Nigeria Centre for Disease Control 
2458,05/01/2020,NGA,Nigéria,15,Nasarawa,195,4,0,0,,,,Nigeria Centre for Disease Control 
2459,05/01/2020,NGA,Nigéria,15,Niger,196,1,0,0,,,,Nigeria Centre for Disease Control 
2460,05/01/2020,NGA,Nigéria,15,Ogun,197,0,0,0,0,0,0,Nigeria Centre for Disease Control
2461,05/01/2020,NGA,Nigéria,15,Osun,198,0,0,0,0,0,0,Nigeria Centre for Disease Control
2462,05/01/2020,NGA,Nigéria,15,Ondo,199,4,0,0,,,,Nigeria Centre for Disease Control 
2463,05/01/2020,NGA,Nigéria,15,Oyo,200,6,0,0,,,,Nigeria Centre for Disease Control 
2464,05/01/2020,NGA,Nigéria,15,Plateau,201,0,0,0,0,0,0,Nigeria Centre for Disease Control
2465,05/01/2020,NGA,Nigéria,15,Rivers,202,1,0,0,,,,Nigeria Centre for Disease Control 
2466,05/01/2020,NGA,Nigéria,15,Sokoto,203,5,3,0,,,,Nigeria Centre for Disease Control 
2467,05/01/2020,NGA,Nigéria,15,Taraba,204,0,0,0,0,0,0,Nigeria Centre for Disease Control
2468,05/01/2020,NGA,Nigéria,15,Yobe,205,3,0,0,,,,Nigeria Centre for Disease Control 
2469,05/01/2020,NGA,Nigéria,15,Zamfara,206,5,0,0,,,,Nigeria Centre for Disease Control 
2470,05/01/2020,NGA,Nigéria,15,Non spécifié,207,0,0,0,0,0,0,Nigeria Centre for Disease Control
2471,05/02/2020,NGA,Nigéria,15,Abia,170,0,0,0,0,0,0,Nigeria Centre for Disease Control
2472,05/02/2020,NGA,Nigéria,15,Adamawa,171,0,0,0,0,0,0,Nigeria Centre for Disease Control
2473,05/02/2020,NGA,Nigéria,15,Akwa Ibom,172,0,0,0,0,0,0,Nigeria Centre for Disease Control
2474,05/02/2020,NGA,Nigéria,15,Anambra,173,0,0,0,0,0,0,Nigeria Centre for Disease Control
2475,05/02/2020,NGA,Nigéria,15,Bauchi,174,5,0,0,,,,Nigeria Centre for Disease Control 
2476,05/02/2020,NGA,Nigéria,15,Bayelsa,175,0,0,0,0,0,0,Nigeria Centre for Disease Control
2477,05/02/2020,NGA,Nigéria,15,Benue,176,0,0,0,0,0,0,Nigeria Centre for Disease Control
2478,05/02/2020,NGA,Nigéria,15,Borno,177,6,5,0,,,,Nigeria Centre for Disease Control 
2479,05/02/2020,NGA,Nigéria,15,Cross River,178,0,0,0,0,0,0,Nigeria Centre for Disease Control
2480,05/02/2020,NGA,Nigéria,15,Delta,179,0,0,0,0,0,0,Nigeria Centre for Disease Control
2481,05/02/2020,NGA,Nigéria,15,Ebonyi,180,2,0,0,,,,Nigeria Centre for Disease Control 
